Periodo;Producto;Region; Ventas ; Costos 
Q3 2019;Camaras;USA - América/Estados Unidos; $1,869,325.35 ; $1,125,809.47 
Q2 2018;TV;DEU - Europa/Alemania; $1,869,159.93 ; $1,525,603.07 
Q4 2019;Celulares;BRA - América/Brasil; $1,868,875.79 ; $1,646,390.57 
Q1 2017;Camaras;USA - América/Estados Unidos; $1,863,899.05 ; $1,040,001.65 
Q3 2019;Consolas;RUS - Asia/Rusia; $1,855,830.81 ; $1,776,389.33 
Q3 2019;TV;CHN - Asia/China; $1,835,701.99 ; $1,577,034.89 
Q2 2018;Accesorios;CHN - Asia/China; $1,834,027.03 ; $1,650,624.33 
Q2 2018;Audio;CAN - América/Canadá; $1,828,698.12 ; $1,219,132.08 
Q1 2018;TV;DEU - Europa/Alemania; $1,828,014.90 ; $1,521,100.82 
Q1 2019;Accesorios;DEU - Europa/Alemania; $1,821,765.27 ; $1,341,824.35 
Q4 2019;TV;CHN - Asia/China; $1,820,737.04 ; $1,660,224.69 
Q4 2017;Camaras;CHN - Asia/China; $1,814,461.65 ; $1,248,224.48 
Q1 2018;Celulares;BRA - América/Brasil; $1,808,589.47 ; $1,473,665.49 
Q4 2018;Video Juegos;DEU - Europa/Alemania; $1,805,306.64 ; $1,045,740.59 
Q2 2019;Consolas;JPN - Asia/Japón; $1,804,658.84 ; $1,464,157.17 
Q3 2018;Camaras;USA - América/Estados Unidos; $1,793,612.41 ; $1,124,032.97 
Q4 2019;Consolas;MEX - América/México; $1,781,167.98 ; $1,481,931.76 
Q1 2017;Consolas;MEX - América/México; $1,781,167.98 ; $1,431,840.95 
Q1 2017;Celulares;IDN - Asia/Indonesia; $1,777,340.50 ; $1,733,262.45 
Q4 2019;Consolas;NGA - África/Nigeria; $1,772,371.86 ; $1,612,858.40 
Q3 2017;Consolas;NGA - África/Nigeria; $1,772,371.86 ; $1,658,708.89 
Q3 2019;Celulares;BRA - América/Brasil; $1,770,513.90 ; $1,587,986.70 
Q2 2018;Consolas;MEX - América/México; $1,750,978.69 ; $1,555,417.57 
Q3 2019;Accesorios;IND - Asia/India; $1,748,769.78 ; $1,405,873.74 
Q1 2019;Camaras;USA - América/Estados Unidos; $1,733,099.19 ; $1,065,694.53 
Q1 2018;Consolas;MEX - América/México; $1,721,795.71 ; $1,432,401.59 
Q3 2017;Video Juegos;CAN - América/Canadá; $1,713,956.28 ; $1,028,373.77 
Q2 2018;Video Juegos;CAN - América/Canadá; $1,713,956.28 ; $1,142,637.52 
Q2 2019;Accesorios;DEU - Europa/Alemania; $1,712,020.38 ; $1,405,345.42 
Q4 2017;Audio;IND - Asia/India; $1,711,561.91 ; $998,411.11 
Q2 2018;Camaras;USA - América/Estados Unidos; $1,707,747.98 ; $1,005,229.58 
Q1 2019;Audio;CAN - América/Canadá; $1,694,026.55 ; $924,014.48 
Q3 2018;TV;DEU - Europa/Alemania; $1,689,850.98 ; $1,364,777.02 
Q4 2017;Audio;CAN - América/Canadá; $1,687,485.91 ; $984,366.78 
Q3 2017;Camaras;CHN - Asia/China; $1,678,129.14 ; $1,109,429.82 
Q2 2017;Camaras;CHN - Asia/China; $1,678,129.13 ; $961,110.32 
Q3 2017;Audio;DEU - Europa/Alemania; $1,677,658.69 ; $929,164.81 
Q3 2018;Consolas;NGA - África/Nigeria; $1,673,906.76 ; $1,474,250.92 
Q1 2018;Camaras;USA - América/Estados Unidos; $1,659,207.33 ; $999,264.96 
Q1 2017;Audio;CAN - América/Canadá; $1,655,525.95 ; $1,042,368.19 
Q2 2019;Celulares;NGA - África/Nigeria; $1,655,512.18 ; $1,406,659.79 
Q4 2019;Consolas;FRA - Europa/Francia; $1,653,459.21 ; $1,510,533.08 
Q3 2017;Audio;IND - Asia/India; $1,652,946.78 ; $1,062,608.64 
Q3 2019;Accesorios;DEU - Europa/Alemania; $1,652,298.74 ; $1,252,075.26 
Q4 2017;Consolas;RUS - Asia/Rusia; $1,646,723.11 ; $1,592,049.02 
Q3 2017;Celulares;NGA - África/Nigeria; $1,637,517.48 ; $1,442,201.99 
Q1 2018;Audio;CAN - América/Canadá; $1,636,924.53 ; $1,072,467.80 
Q4 2017;Camaras;USA - América/Estados Unidos; $1,629,729.02 ; $981,511.52 
Q4 2019;Celulares;NGA - África/Nigeria; $1,619,909.77 ; $1,467,482.11 
Q3 2017;Celulares;IDN - Asia/Indonesia; $1,614,530.68 ; $1,689,026.00 
Q2 2019;Audio;CAN - América/Canadá; $1,612,763.29 ; $967,657.97 
Q1 2018;Accesorios;IND - Asia/India; $1,610,052.06 ; $1,317,315.32 
Q1 2018;Consolas;RUS - Asia/Rusia; $1,601,607.41 ; $1,591,939.20 
Q1 2018;Video Juegos;CAN - América/Canadá; $1,600,948.17 ; $960,568.90 
Q4 2019;Audio;CAN - América/Canadá; $1,589,304.91 ; $866,893.59 
Q4 2017;Audio;DEU - Europa/Alemania; $1,581,792.48 ; $858,294.36 
Q1 2017;Camaras;CHN - Asia/China; $1,580,940.17 ; $938,253.63 
Q4 2018;Consolas;PHL - Asia/Filipinas; $1,579,044.90 ; $1,354,970.91 
Q3 2019;Audio;CAN - América/Canadá; $1,572,154.14 ; $1,048,102.76 
Q3 2017;Celulares;BRA - América/Brasil; $1,571,951.59 ; $1,337,331.95 
Q3 2018;Accesorios;IND - Asia/India; $1,571,882.72 ; $1,251,090.33 
Q2 2018;Celulares;IDN - Asia/Indonesia; $1,566,692.74 ; $1,359,390.80 
Q4 2019;Accesorios;DEU - Europa/Alemania; $1,550,156.63 ; $1,285,437.58 
Q3 2018;Camaras;CHN - Asia/China; $1,548,608.35 ; $1,023,802.18 
Q4 2018;Consolas;NGA - África/Nigeria; $1,537,261.31 ; $1,437,261.69 
Q4 2017;Video Juegos;IND - Asia/India; $1,537,135.22 ; $838,437.39 
Q1 2019;Consolas;JPN - Asia/Japón; $1,535,306.77 ; $1,283,617.14 
Q3 2019;Celulares;IDN - Asia/Indonesia; $1,532,634.20 ; $1,304,633.96 
Q2 2019;Celulares;IDN - Asia/Indonesia; $1,521,608.05 ; $1,393,549.52 
Q4 2018;Consolas;RUS - Asia/Rusia; $1,518,407.02 ; $1,438,341.70 
Q3 2018;Video Juegos;CAN - América/Canadá; $1,517,565.45 ; $857,754.39 
Q4 2018;Audio;CAN - América/Canadá; $1,512,314.36 ; $907,388.62 
Q3 2019;Consolas;PHL - Asia/Filipinas; $1,494,453.21 ; $1,316,082.99 
Q2 2018;Consolas;PHL - Asia/Filipinas; $1,494,453.21 ; $1,353,830.57 
Q4 2018;Consolas;JPN - Asia/Japón; $1,490,805.13 ; $1,264,925.56 
Q1 2018;Consolas;JPN - Asia/Japón; $1,490,805.13 ; $1,186,559.18 
Q1 2019;Consolas;RUS - Asia/Rusia; $1,479,966.34 ; $1,390,855.27 
Q4 2017;Video Juegos;CAN - América/Canadá; $1,476,550.17 ; $984,366.78 
Q4 2018;Camaras;CHN - Asia/China; $1,475,839.68 ; $953,619.48 
Q4 2019;Accesorios;CHN - Asia/China; $1,462,950.28 ; $1,296,082.52 
Q2 2017;Celulares;BRA - América/Brasil; $1,462,598.44 ; $1,310,244.44 
Q1 2019;Video Juegos;CAN - América/Canadá; $1,461,735.29 ; $939,686.97 
Q2 2019;Consolas;RUS - Asia/Rusia; $1,461,466.76 ; $1,414,685.79 
Q3 2019;Consolas;JPN - Asia/Japón; $1,448,810.62 ; $1,203,249.50 
Q4 2018;Celulares;NGA - África/Nigeria; $1,448,573.16 ; $1,305,647.27 
Q4 2018;Video Juegos;CAN - América/Canadá; $1,442,438.45 ; $887,654.43 
Q4 2017;Consolas;MEX - América/México; $1,434,829.76 ; $1,193,778.36 
Q1 2019;TV;CAN - América/Canadá; $1,432,979.84 ; $1,185,914.35 
Q1 2018;Consolas;EGY - África/Egipto; $1,430,113.60 ; $1,430,277.98 
Q2 2017;Video Juegos;IND - Asia/India; $1,423,777.16 ; $876,170.56 
Q3 2019;Accesorios;CHN - Asia/China; $1,422,571.61 ; $1,274,038.40 
Q1 2019;Celulares;NGA - África/Nigeria; $1,421,241.59 ; $1,297,069.96 
Q2 2019;Camaras;DEU - Europa/Alemania; $1,420,976.91 ; $867,810.90 
Q2 2017;Audio;DEU - Europa/Alemania; $1,414,376.49 ; $809,458.54 
Q3 2018;Consolas;JPN - Asia/Japón; $1,409,117.18 ; $1,257,599.20 
Q3 2017;TV;IND - Asia/India; $1,407,173.35 ; $1,125,738.68 
Q4 2018;TV;CAN - América/Canadá; $1,400,829.65 ; $1,089,534.17 
Q2 2019;Accesorios;CHN - Asia/China; $1,398,812.58 ; $1,186,300.66 
Q2 2019;Video Juegos;CAN - América/Canadá; $1,391,907.17 ; $876,385.99 
Q1 2017;Celulares;NGA - África/Nigeria; $1,382,124.85 ; $1,224,271.64 
Q4 2019;Camaras;DEU - Europa/Alemania; $1,372,924.55 ; $776,683.03 
Q3 2019;Video Juegos;CAN - América/Canadá; $1,370,090.44 ; $897,645.46 
Q2 2019;TV;CAN - América/Canadá; $1,370,090.44 ; $1,179,800.10 
Q4 2019;Consolas;IRN - Asia/Irán; $1,365,234.38 ; $1,320,380.69 
Q2 2018;Accesorios;IND - Asia/India; $1,363,277.72 ; $1,226,949.95 
Q2 2019;Camaras;IND - Asia/India; $1,359,606.93 ; $890,776.95 
Q1 2019;Celulares;BRA - América/Brasil; $1,356,442.10 ; $1,209,002.74 
Q1 2017;TV;IND - Asia/India; $1,348,213.57 ; $1,160,961.69 
Q1 2019;Accesorios;CHN - Asia/China; $1,348,151.35 ; $1,238,614.05 
Q4 2018;Accesorios;IND - Asia/India; $1,343,192.60 ; $1,159,193.61 
Q3 2017;Consolas;EGY - África/Egipto; $1,337,848.21 ; $1,188,626.68 
Q3 2017;Consolas;JPN - Asia/Japón; $1,335,916.28 ; $1,187,481.14 
Q4 2019;Camaras;IND - Asia/India; $1,335,160.33 ; $874,760.21 
Q1 2017;Celulares;BRA - América/Brasil; $1,334,911.28 ; $1,197,291.56 
Q2 2018;Celulares;NGA - África/Nigeria; $1,333,200.07 ; $1,162,075.63 
Q4 2019;Video Juegos;CAN - América/Canadá; $1,332,496.50 ; $753,150.19 
Q3 2018;TV;CAN - América/Canadá; $1,324,420.76 ; $1,126,746.02 
Q1 2019;Camaras;IND - Asia/India; $1,300,971.59 ; $800,597.90 
Q1 2019;Celulares;RUS - Asia/Rusia; $1,299,081.56 ; $1,262,156.98 
Q3 2019;Camaras;IND - Asia/India; $1,297,474.35 ; $778,484.61 
Q4 2017;Celulares;BRA - América/Brasil; $1,293,837.08 ; $1,085,153.68 
Q3 2017;Consolas;MEX - América/México; $1,291,346.78 ; $1,150,817.87 
Q1 2018;Consolas;TUR - Asia/Turquía; $1,287,708.17 ; $1,128,731.85 
Q3 2018;Consolas;PHL - Asia/Filipinas; $1,287,528.92 ; $1,103,373.27 
Q2 2017;Consolas;PHL - Asia/Filipinas; $1,287,528.92 ; $1,177,701.15 
Q4 2019;Consolas;RUS - Asia/Rusia; $1,284,805.94 ; $1,249,143.49 
Q1 2018;Camaras;CHN - Asia/China; $1,283,584.68 ; $866,419.66 
Q2 2018;Camaras;CHN - Asia/China; $1,281,947.46 ; $847,509.71 
Q3 2018;Accesorios;DEU - Europa/Alemania; $1,277,601.62 ; $1,127,344.56 
Q1 2019;Consolas;FRA - Europa/Francia; $1,275,525.68 ; $1,154,841.33 
Q1 2018;TV;CAN - América/Canadá; $1,274,224.05 ; $1,110,862.00 
Q1 2017;Consolas;IRN - Asia/Irán; $1,272,676.12 ; $1,235,091.60 
Q2 2017;Video Juegos;CAN - América/Canadá; $1,266,837.25 ; $738,988.39 
Q1 2017;Video Juegos;CAN - América/Canadá; $1,263,175.87 ; $827,597.98 
Q4 2017;TV;IND - Asia/India; $1,260,210.07 ; $980,163.39 
Q1 2019;Camaras;DEU - Europa/Alemania; $1,257,501.69 ; $632,578.03 
Q3 2018;Consolas;RUS - Asia/Rusia; $1,257,175.71 ; $1,243,609.24 
Q4 2017;Consolas;IRN - Asia/Irán; $1,251,464.85 ; $1,226,679.05 
Q2 2017;TV;CAN - América/Canadá; $1,248,739.57 ; $1,113,007.01 
Q2 2017;TV;IND - Asia/India; $1,247,184.65 ; $1,078,646.18 
Q2 2017;Celulares;NGA - África/Nigeria; $1,245,054.61 ; $1,065,049.26 
Q4 2018;Celulares;BRA - América/Brasil; $1,236,756.03 ; $1,067,337.40 
Q4 2017;Celulares;NGA - África/Nigeria; $1,234,849.25 ; $1,102,102.95 
Q2 2019;Celulares;BRA - América/Brasil; $1,227,728.62 ; $1,097,119.19 
Q2 2017;Video Juegos;DEU - Europa/Alemania; $1,226,389.74 ; $725,841.04 
Q4 2017;TV;DEU - Europa/Alemania; $1,222,521.00 ; $917,609.88 
Q3 2017;Video Juegos;DEU - Europa/Alemania; $1,222,521.00 ; $627,560.78 
Q3 2019;Camaras;DEU - Europa/Alemania; $1,216,242.72 ; $625,571.80 
Q3 2018;Consolas;MEX - América/México; $1,215,385.21 ; $1,101,949.25 
Q3 2019;Consolas;FRA - Europa/Francia; $1,201,120.01 ; $1,037,411.80 
Q4 2017;Video Juegos;DEU - Europa/Alemania; $1,199,811.63 ; $672,338.89 
Q3 2018;Camaras;IND - Asia/India; $1,187,872.28 ; $763,632.18 
Q1 2019;Consolas;PHL - Asia/Filipinas; $1,178,723.66 ; $994,575.89 
Q2 2017;Celulares;RUS - Asia/Rusia; $1,169,173.41 ; $1,105,831.01 
Q1 2017;Consolas;JPN - Asia/Japón; $1,168,926.75 ; $1,029,768.80 
Q2 2018;Celulares;BRA - América/Brasil; $1,168,047.37 ; $1,050,062.78 
Q4 2019;Consolas;ITA - Europa/Italia; $1,167,079.81 ; $942,641.38 
Q1 2017;Consolas;PHL - Asia/Filipinas; $1,162,352.50 ; $1,064,936.29 
Q3 2017;TV;CAN - América/Canadá; $1,156,240.35 ; $1,013,494.62 
Q1 2018;Consolas;IRN - Asia/Irán; $1,155,198.32 ; $1,114,531.95 
Q3 2019;TV;CAN - América/Canadá; $1,153,189.58 ; $1,019,097.77 
Q2 2018;Consolas;EGY - África/Egipto; $1,152,035.96 ; $1,107,473.69 
Q1 2017;TV;CAN - América/Canadá; $1,150,154.87 ; $970,443.17 
Q4 2019;Celulares;RUS - Asia/Rusia; $1,146,248.44 ; $1,085,736.29 
Q3 2018;Celulares;BRA - América/Brasil; $1,136,478.52 ; $1,005,848.80 
Q2 2019;Consolas;MEX - América/México; $1,135,249.92 ; $1,062,593.92 
Q4 2017;TV;CAN - América/Canadá; $1,135,217.79 ; $965,782.30 
Q2 2019;Celulares;RUS - Asia/Rusia; $1,135,119.81 ; $1,079,358.39 
Q4 2019;TV;CAN - América/Canadá; $1,132,276.82 ; $963,280.28 
Q2 2018;Accesorios;DEU - Europa/Alemania; $1,130,950.85 ; $971,500.74 
Q2 2019;Consolas;THA - Asia/Tailandia; $1,129,913.42 ; $1,004,367.49 
Q3 2018;Celulares;NGA - África/Nigeria; $1,124,265.73 ; $1,001,592.69 
Q2 2018;Consolas;GBR - Europa/Reino Unido; $1,115,588.93 ; $1,008,701.91 
Q4 2018;Consolas;MEX - América/México; $1,110,835.94 ; $1,046,132.61 
Q1 2019;Consolas;MEX - América/México; $1,110,835.94 ; $938,019.01 
Q1 2017;Video Juegos;DEU - Europa/Alemania; $1,110,427.39 ; $602,406.86 
Q4 2019;Consolas;JPN - Asia/Japón; $1,106,081.22 ; $880,350.36 
Q3 2019;Celulares;RUS - Asia/Rusia; $1,102,993.78 ; $1,055,738.69 
Q4 2018;Accesorios;DEU - Europa/Alemania; $1,098,882.30 ; $917,923.50 
Q2 2018;Celulares;JPN - Asia/Japón; $1,094,314.40 ; $928,509.19 
Q1 2018;Accesorios;DEU - Europa/Alemania; $1,092,685.60 ; $905,282.53 
Q3 2017;Celulares;RUS - Asia/Rusia; $1,092,685.43 ; $1,046,628.98 
Q2 2018;TV;CAN - América/Canadá; $1,092,647.13 ; $878,402.59 
Q1 2018;Consolas;PHL - Asia/Filipinas; $1,086,875.06 ; $1,000,327.60 
Q4 2017;Consolas;JPN - Asia/Japón; $1,082,795.30 ; $974,515.77 
Q2 2017;Consolas;JPN - Asia/Japón; $1,082,795.30 ; $973,422.04 
Q4 2017;Celulares;MEX - América/México; $1,076,122.32 ; $850,604.51 
Q1 2019;Celulares;MEX - América/México; $1,076,122.32 ; $954,460.71 
Q2 2017;TV;DEU - Europa/Alemania; $1,073,515.67 ; $781,815.55 
Q3 2019;Consolas;THA - Asia/Tailandia; $1,073,417.75 ; $937,542.09 
Q1 2018;Consolas;ZAF - África/Sudáfrica; $1,063,323.27 ; $879,743.64 
Q1 2018;Celulares;RUS - Asia/Rusia; $1,062,884.92 ; $1,035,084.04 
Q4 2019;Consolas;TUR - Asia/Turquía; $1,062,870.24 ; $923,018.89 
Q3 2019;Camaras;CHN - Asia/China; $1,058,501.14 ; $683,954.59 
Q4 2018;Audio;IDN - Asia/Indonesia; $1,057,517.60 ; $763,874.13 
Q2 2019;Consolas;ITA - Europa/Italia; $1,055,689.80 ; $1,085,307.16 
Q1 2018;Celulares;NGA - África/Nigeria; $1,046,191.73 ; $955,838.80 
Q2 2018;Consolas;FRA - Europa/Francia; $1,045,512.85 ; $963,101.84 
Q2 2017;Consolas;MEX - América/México; $1,043,512.55 ; $976,591.64 
Q4 2018;Camaras;IND - Asia/India; $1,043,424.29 ; $683,622.81 
Q4 2017;Consolas;ZAF - África/Sudáfrica; $1,042,473.80 ; $856,519.01 
Q4 2018;Consolas;ITA - Europa/Italia; $1,042,035.54 ; $935,705.39 
Q2 2017;Accesorios;IND - Asia/India; $1,040,216.51 ; $823,504.73 
Q3 2019;Celulares;NGA - África/Nigeria; $1,038,976.61 ; $883,130.12 
Q3 2018;Consolas;EGY - África/Egipto; $1,036,832.36 ; $950,581.58 
Q1 2017;Consolas;EGY - África/Egipto; $1,036,832.36 ; $1,050,834.94 
Q2 2019;Camaras;CHN - Asia/China; $1,029,233.83 ; $694,732.83 
Q2 2019;Audio;IDN - Asia/Indonesia; $1,026,716.11 ; $721,797.22 
Q1 2017;TV;DEU - Europa/Alemania; $1,025,235.87 ; $874,013.58 
Q2 2017;Consolas;EGY - África/Egipto; $1,024,031.96 ; $920,615.99 
Q4 2018;Celulares;MEX - América/México; $1,022,848.94 ; $838,736.13 
Q3 2019;Celulares;MEX - América/México; $1,022,848.94 ; $909,548.75 
Q3 2017;Consolas;THA - Asia/Tailandia; $1,022,302.62 ; $896,092.42 
Q2 2019;Celulares;MEX - América/México; $1,012,821.01 ; $890,098.67 
Q3 2018;Celulares;RUS - Asia/Rusia; $1,007,908.11 ; $938,474.06 
Q2 2018;Celulares;MEX - América/México; $1,002,987.79 ; $933,462.50 
Q1 2017;Celulares;RUS - Asia/Rusia; $999,293.51 ; $976,200.44 
Q1 2017;Audio;IDN - Asia/Indonesia; $997,658.11 ; $592,426.74 
Q3 2018;Consolas;GBR - Europa/Reino Unido; $996,061.54 ; $998,015.20 
Q3 2017;Celulares;MEX - América/México; $993,343.68 ; $825,578.97 
Q4 2018;Consolas;THA - Asia/Tailandia; $990,847.15 ; $784,420.66 
Q1 2019;Consolas;EGY - África/Egipto; $987,459.39 ; $937,864.52 
Q1 2017;Accesorios;IND - Asia/India; $985,021.34 ; $870,483.98 
Q3 2017;TV;DEU - Europa/Alemania; $981,111.79 ; $762,985.54 
Q4 2019;Consolas;GBR - Europa/Reino Unido; $976,140.31 ; $854,537.72 
Q4 2018;Consolas;EGY - África/Egipto; $975,842.22 ; $803,443.43 
Q2 2017;Consolas;THA - Asia/Tailandia; $975,834.32 ; $768,210.00 
Q2 2017;Consolas;IRN - Asia/Irán; $975,167.42 ; $939,138.80 
Q4 2019;Celulares;MEX - América/México; $974,601.35 ; $832,588.01 
Q3 2018;Celulares;JPN - Asia/Japón; $970,429.75 ; $825,589.49 
Q1 2019;Accesorios;CAN - América/Canadá; $966,944.36 ; $846,076.31 
Q3 2018;Consolas;FRA - Europa/Francia; $966,307.33 ; $816,739.76 
Q1 2018;Camaras;IND - Asia/India; $964,753.42 ; $620,198.62 
Q4 2019;Consolas;EGY - África/Egipto; $964,495.22 ; $863,811.33 
Q2 2017;Accesorios;CAN - América/Canadá; $962,684.69 ; $846,698.59 
Q1 2017;Consolas;TZA - África/Tanzania; $962,479.96 ; $854,336.14 
Q2 2019;Consolas;FRA - Europa/Francia; $960,896.01 ; $973,103.78 
Q2 2018;Camaras;IND - Asia/India; $959,675.77 ; $616,934.42 
Q4 2017;Accesorios;CAN - América/Canadá; $958,462.39 ; $758,782.73 
Q2 2019;Consolas;TUR - Asia/Turquía; $943,110.21 ; $800,214.72 
Q3 2017;Consolas;PHL - Asia/Filipinas; $940,330.11 ; $809,762.96 
Q2 2017;Celulares;MEX - América/México; $939,161.30 ; $873,914.30 
Q4 2019;Camaras;CHN - Asia/China; $937,106.61 ; $632,546.96 
Q3 2019;Consolas;EGY - África/Egipto; $931,984.14 ; $770,374.13 
Q3 2018;Accesorios;CAN - América/Canadá; $931,895.20 ; $790,698.96 
Q1 2019;Audio;IDN - Asia/Indonesia; $931,733.57 ; $622,211.68 
Q3 2017;Consolas;GBR - Europa/Reino Unido; $929,657.44 ; $868,902.23 
Q4 2017;Accesorios;IND - Asia/India; $926,411.63 ; $797,743.35 
Q3 2018;Celulares;PHL - Asia/Filipinas; $919,663.51 ; $861,813.71 
Q4 2017;Consolas;PHL - Asia/Filipinas; $909,667.17 ; $842,091.90 
Q2 2018;Accesorios;CAN - América/Canadá; $908,646.26 ; $711,114.46 
Q2 2018;Consolas;THA - Asia/Tailandia; $907,113.59 ; $808,514.29 
Q1 2019;Consolas;THA - Asia/Tailandia; $907,113.59 ; $792,289.09 
Q3 2017;Consolas;IRN - Asia/Irán; $904,673.39 ; $872,158.32 
Q3 2018;Celulares;EGY - África/Egipto; $901,593.36 ; $720,899.02 
Q3 2018;Camaras;DEU - Europa/Alemania; $899,858.73 ; $587,907.70 
Q1 2017;Consolas;TUR - Asia/Turquía; $892,811.00 ; $694,408.55 
Q2 2019;Accesorios;CAN - América/Canadá; $891,956.84 ; $745,734.41 
Q3 2019;Celulares;EGY - África/Egipto; $891,898.80 ; $783,559.33 
Q2 2017;Celulares;EGY - África/Egipto; $891,898.80 ; $805,217.39 
Q2 2019;Consolas;PHL - Asia/Filipinas; $890,312.55 ; $822,198.28 
Q2 2017;Audio;IDN - Asia/Indonesia; $888,670.25 ; $623,846.52 
Q1 2019;Camaras;CHN - Asia/China; $882,781.58 ; $523,911.68 
Q1 2018;Celulares;JPN - Asia/Japón; $879,192.77 ; $699,765.67 
Q3 2017;Accesorios;IND - Asia/India; $879,162.95 ; $730,152.28 
Q1 2019;Consolas;ITA - Europa/Italia; $876,535.78 ; $697,650.93 
Q3 2018;Audio;IDN - Asia/Indonesia; $873,981.48 ; $679,549.74 
Q1 2018;Consolas;FRA - Europa/Francia; $873,647.73 ; $795,222.60 
Q2 2019;Consolas;ZAF - África/Sudáfrica; $871,576.45 ; $665,645.15 
Q1 2018;Consolas;KOR - Asia/República de Corea; $870,888.09 ; $792,508.16 
Q2 2018;Celulares;RUS - Asia/Rusia; $866,054.38 ; $769,826.11 
Q2 2017;Celulares;JPN - Asia/Japón; $864,416.42 ; $775,301.32 
Q4 2019;Consolas;THA - Asia/Tailandia; $858,734.20 ; $679,831.24 
Q1 2018;Camaras;DEU - Europa/Alemania; $858,653.97 ; $535,432.08 
Q1 2018;Consolas;GBR - Europa/Reino Unido; $858,145.33 ; $795,679.64 
Q1 2017;Consolas;GBR - Europa/Reino Unido; $858,145.33 ; $847,527.30 
Q2 2019;Consolas;EGY - África/Egipto; $855,119.47 ; $861,483.15 
Q4 2019;Consolas;PHL - Asia/Filipinas; $853,973.26 ; $730,508.99 
Q1 2018;Celulares;MEX - América/México; $853,783.00 ; $769,471.93 
Q1 2017;Celulares;MEX - América/México; $853,783.00 ; $762,873.15 
Q2 2019;Consolas;IRN - Asia/Irán; $853,271.49 ; $792,059.57 
Q4 2017;Consolas;COL - América/Colombia; $849,311.00 ; $727,980.85 
Q4 2018;Celulares;EGY - África/Egipto; $846,393.76 ; $746,656.55 
Q4 2017;Consolas;EGY - África/Egipto; $846,393.76 ; $830,312.28 
Q1 2018;Celulares;PHL - Asia/Filipinas; $845,347.27 ; $760,812.54 
Q3 2017;Accesorios;DEU - Europa/Alemania; $842,476.43 ; $649,850.96 
Q3 2017;Accesorios;CAN - América/Canadá; $842,117.25 ; $757,054.90 
Q4 2018;Camaras;DEU - Europa/Alemania; $840,041.53 ; $448,582.18 
Q3 2019;Video Juegos;IDN - Asia/Indonesia; $839,299.68 ; $538,991.26 
Q2 2017;Audio;BRA - América/Brasil; $836,810.05 ; $548,254.86 
Q4 2017;Consolas;THA - Asia/Tailandia; $836,429.42 ; $672,423.65 
Q4 2019;Consolas;ESP - Europa/España; $835,954.20 ; $777,579.09 
Q3 2017;Celulares;IRN - Asia/Irán; $834,309.90 ; $749,176.24 
Q3 2019;Consolas;TZA - África/Tanzania; $831,974.20 ; $730,513.93 
Q1 2017;Accesorios;DEU - Europa/Alemania; $831,629.09 ; $649,174.71 
Q1 2018;Accesorios;CAN - América/Canadá; $830,910.36 ; $724,383.39 
Q2 2018;Audio;IDN - Asia/Indonesia; $829,425.57 ; $650,269.64 
Q4 2017;Consolas;FRA - Europa/Francia; $828,263.43 ; $830,458.82 
Q4 2017;Consolas;TUR - Asia/Turquía; $826,676.85 ; $711,860.62 
Q2 2018;Consolas;IRN - Asia/Irán; $825,141.66 ; $760,549.18 
Q4 2018;Celulares;RUS - Asia/Rusia; $823,361.55 ; $812,876.94 
Q4 2019;Accesorios;CAN - América/Canadá; $823,086.35 ; $734,582.44 
Q2 2018;Camaras;DEU - Europa/Alemania; $818,744.70 ; $502,163.42 
Q3 2017;Consolas;FRA - Europa/Francia; $817,644.67 ; $751,105.31 
Q2 2018;Video Juegos;IDN - Asia/Indonesia; $816,615.90 ; $612,269.44 
Q3 2019;Consolas;IRN - Asia/Irán; $816,172.73 ; $796,410.66 
Q3 2019;Accesorios;CAN - América/Canadá; $812,377.05 ; $705,485.33 
Q4 2018;Accesorios;CAN - América/Canadá; $810,869.85 ; $725,515.13 
Q4 2017;Consolas;GBR - Europa/Reino Unido; $808,397.77 ; $823,322.36 
Q1 2019;Consolas;IRN - Asia/Irán; $807,396.68 ; $788,421.85 
Q3 2017;Consolas;TUR - Asia/Turquía; $806,756.93 ; $691,505.94 
Q3 2018;Consolas;THA - Asia/Tailandia; $805,063.31 ; $701,850.07 
Q1 2017;Consolas;COL - América/Colombia; $803,812.19 ; $678,216.54 
Q3 2019;Celulares;JPN - Asia/Japón; $803,637.14 ; $722,461.67 
Q1 2017;Accesorios;CAN - América/Canadá; $799,010.70 ; $711,207.32 
Q4 2018;Video Juegos;IDN - Asia/Indonesia; $798,126.49 ; $539,043.23 
Q3 2017;Consolas;ITA - Europa/Italia; $796,850.71 ; $701,987.53 
Q3 2018;Consolas;IRN - Asia/Irán; $790,398.85 ; $753,428.87 
Q4 2017;Celulares;RUS - Asia/Rusia; $789,982.03 ; $712,985.63 
Q1 2017;Celulares;EGY - África/Egipto; $789,967.51 ; $708,236.26 
Q4 2019;Celulares;PHL - Asia/Filipinas; $789,522.45 ; $716,048.53 
Q4 2018;Consolas;IRN - Asia/Irán; $782,165.53 ; $753,249.08 
Q3 2019;Consolas;ESP - Europa/España; $781,271.48 ; $696,447.72 
Q3 2019;Consolas;GBR - Europa/Reino Unido; $778,157.71 ; $725,318.04 
Q4 2017;Video Juegos;IDN - Asia/Indonesia; $777,586.47 ; $523,263.85 
